,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
0,0.0012669086456298829,9.221911059751271e-05,0.0004820823669433594,1.740063662352559e-05,{},-2.7672367487102747,-4.003438173846371,-3.09040169844684,-2.4622175656988476,-1.279587729951163,-2.5776636251628586,-1.4844332069324992,-3.049257196984854,-1.7482377485894176,-2.74944072449739,-2.521191441882052,0.7831421973743931,1,finbert_summary_sentiment_df,504,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012948989868164062,0.00013752878923148666,0.0004921197891235351,1.902557853337319e-05,{},-2.741582961216318,-4.006503591004366,-3.085097891301848,-2.432668929132615,-1.251904400132935,-2.562098384425826,-1.481917928502935,-3.067820723377099,-1.745696993839374,-2.7707930689528437,-2.5146084871886165,0.7896497045299037,1,finbert_summary_sentiment_df,504,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012523412704467773,0.00010840827773070975,0.00047681331634521487,2.5091661055542633e-05,{},-2.7807857686559148,-3.972080619966346,-3.0543704249655095,-2.4506203880910107,-1.2392356604500492,-2.571134648291081,-1.4720980958290966,-3.044878223489377,-1.7571230134208236,-2.7832692064673212,-2.512559604962653,0.7832125253442866,1,finbert_summary_sentiment_df,504,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012636423110961915,0.00013197390981536304,0.0004936695098876953,7.21209068893596e-05,{},-2.745584472229166,-4.067917167051837,-3.1676562633685537,-2.3268536802763267,-1.4327122169901485,-2.564689228186853,-1.5869421283489829,-3.012630127875127,-1.8029803876313963,-2.532041590655717,-2.5240007262614106,0.7559944045908787,1,finbert_tone_summary_sentiment_df,504,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012568950653076172,0.00013575248225756743,0.0004773855209350586,2.0205760071327583e-05,{},-2.7279723351853136,-4.073582689945124,-3.1538452389816483,-2.3038475593950354,-1.4127955738210403,-2.546480096383675,-1.5826423445671935,-3.020757640165448,-1.7687091216255795,-2.5318924564968257,-2.5122525056566887,0.7632386870606214,1,finbert_tone_summary_sentiment_df,504,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012356042861938477,9.27067736197564e-05,0.00047838687896728516,1.9521299193798553e-05,{},-2.766448145893219,-4.030141731376989,-3.121175977953226,-2.3333547399720374,-1.4010911532580395,-2.5626570929773154,-1.5633998471867017,-3.022434115786018,-1.7712249182564848,-2.476764713032844,-2.504869243569287,0.7562445563548676,1,finbert_tone_summary_sentiment_df,504,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001321697235107422,0.00011364617158760697,0.0005127668380737304,6.224058910776814e-05,{},-2.7965320754140293,-3.995015165975451,-3.1642443138020324,-2.3816323418383036,-1.3756216264703767,-2.5408837003999225,-1.5557963668715957,-3.086884886578923,-1.7682736644750547,-2.696847701129241,-2.536173184295493,0.7642756740084035,1,finbert_whole_article_sentiment_df,504,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012545585632324219,0.00011379976277661963,0.00047602653503417967,1.6331655265631767e-05,{},-2.7715144507253626,-3.9982887724158673,-3.1528495147034845,-2.3574465879546325,-1.3610034024734659,-2.539868902366527,-1.5537298695419168,-3.08713728687228,-1.7563885868572016,-2.705794015271317,-2.5284021389182056,0.767556234692075,1,finbert_whole_article_sentiment_df,504,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001256418228149414,8.876197861694704e-05,0.0004803180694580078,2.1831956872544194e-05,{},-2.7938365194752577,-3.9920053702380187,-3.1231279946044426,-2.3716420098219486,-1.3671805444900884,-2.5351948587301423,-1.531257450836597,-3.0521084961966607,-1.7605774693800413,-2.6213993679927854,-2.5148330081765984,0.7618577305058655,1,finbert_whole_article_sentiment_df,504,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013175249099731446,0.00012162135543206248,0.0004967451095581055,4.561580498364475e-05,{},-2.7088719248303277,-4.027934473940786,-3.1213784007095455,-2.247780799868906,-1.255344262332801,-2.533056551655318,-1.5119586306371275,-3.150961883218952,-1.760672533199886,-2.6005350999764234,-2.4918494560370075,0.7958783033314337,1,finbert_tone_whole_article_sentiment_df,504,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012646198272705078,0.0001237356042051412,0.0004836082458496094,2.4939130408740626e-05,{},-2.6985370105311177,-4.0364309514500745,-3.098888918140619,-2.2233070733152998,-1.2495114924368864,-2.5290815739270327,-1.5111535173386983,-3.142977471672566,-1.75529972473214,-2.607367751644233,-2.4852555485188668,0.7971825958646701,1,finbert_tone_whole_article_sentiment_df,504,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001227092742919922,0.00012137382901734988,0.0004822492599487305,4.382806011351291e-05,{},-2.717177458732749,-4.008041975836386,-3.072031875912944,-2.2373945700117472,-1.2731197891501325,-2.550262652369338,-1.510360398042667,-3.0981495112258925,-1.7366800280983625,-2.5583922437030195,-2.4761610503083236,0.7837635850389293,1,finbert_tone_whole_article_sentiment_df,504,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012360334396362305,0.00015789773466089106,0.0005012750625610352,6.599624805137685e-05,{},-2.788562844370722,-4.0738773373014965,-3.1512919636429446,-2.4440777838377246,-1.3911754409077162,-2.501576889183974,-1.4199571058935248,-3.082433391902936,-1.7919236533346237,-2.474492077021034,-2.5119368487396696,0.7888903907382475,1,bert_topic_article_sentiment_df,504,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012590885162353516,0.00014027727428461587,0.00048422813415527344,2.5436256842497267e-05,{},-2.7627687585403296,-4.077588505061795,-3.142084008766602,-2.4204376201677578,-1.3752725287887757,-2.4948744777004266,-1.421311779343796,-3.102381619216396,-1.7788223331739517,-2.4732136456235994,-2.504875527638343,0.7929994977682184,1,bert_topic_article_sentiment_df,504,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001291346549987793,0.00010153513920193882,0.000509953498840332,7.386702024756398e-05,{},-2.801511448396701,-4.048191017971476,-3.110013886270747,-2.4119944972156757,-1.379354302118952,-2.507090745142244,-1.4236823491953658,-3.07629545704595,-1.8085283719205507,-2.438020155617468,-2.500468223089513,0.7807760249211413,1,bert_topic_article_sentiment_df,504,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001331639289855957,8.373049027872533e-05,0.0005033969879150391,1.6122879029107346e-05,{},-2.949638408179817,-3.366767234196641,-3.918584074751743,-11.315953379305302,-3.1652769550380073,-5.469307741930192,-9.773857018533544,-11.514679511709256,-7.152914767847051,-7.634079235400077,-6.626105832689163,3.191873923330977,1,finbert_summary_sentiment_df,10,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013795852661132812,0.00011753021297030447,0.0005228519439697266,4.3370561139129825e-05,{},-6.372466846003045,-4.377934814908622,-12.542442859965309,-16.71262092930283,-3.7037621093426423,-23.038217806576633,-12.093558183295295,-7.764780423507,-6.05187970779466,-7.187564219290641,-9.984522789998667,5.820669120959994,1,finbert_summary_sentiment_df,10,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001342439651489258,0.00010759142351366729,0.000505828857421875,4.736246133339196e-05,{},-17.87994353104248,-3.7336908782592104,-10.372904470920275,-4.425464704704109,-7.491293431367604,-4.865079317820346,-12.499230737709604,-2.423064464468348,-7.153387079279787,-13.929003083732914,-8.477306169930467,4.787964832424402,1,finbert_summary_sentiment_df,10,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012541770935058593,0.0001142609293473842,0.0004805088043212891,2.142458590119723e-05,{},-3.242074022162001,-7.789091534517842,-2.953027727733388,-17.55717383501633,-3.714634171948137,-15.20548928394528,-9.874974869154993,-4.562756893645928,-6.895625752633327,-4.955404082189171,-7.675025217294641,4.842938886065214,1,finbert_tone_summary_sentiment_df,10,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012269973754882812,8.217034674490232e-05,0.0005012035369873046,4.664905497983383e-05,{},-3.114072602086753,-3.234805501577148,-15.713871634241332,-10.058197622270564,-9.845412710535333,-15.942772260215133,-10.034768572774919,-7.4790230931258295,-9.806720481229059,-49.31199491671168,-13.454163939476775,12.62414495175125,1,finbert_tone_summary_sentiment_df,10,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001193094253540039,0.0001256744021015277,0.0004820823669433594,2.965796795891693e-05,{},-17.106414719639087,-2.4399469063848302,-4.840654716527387,-8.119749396224439,-18.933803351718904,-5.103200264034422,-13.348818826890419,-4.304571379301683,-9.185688948593452,-22.277801571030842,-10.566065008034546,6.5837445401219306,1,finbert_tone_summary_sentiment_df,10,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001592111587524414,0.00037586168070219173,0.0010091066360473633,0.001374438373808737,{},-2.6935164372659983,-2.9876553602632954,-3.0898776521960256,-8.943194316284837,-3.96864845996256,-5.501463027261911,-9.078128756753994,-4.372383657604042,-5.112003980315535,-3.5703425885561955,-4.931721423646439,2.2117138001190177,1,finbert_whole_article_sentiment_df,10,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013410568237304688,0.00012271618966269428,0.0005371332168579102,9.545944364692891e-05,{},-10.40691775078688,-4.062719454579428,-14.991490615261137,-5.1653489982049905,-5.074425872288725,-4.567564755949934,-12.531461373910735,-6.176644307081096,-10.353876681356269,-8.061641158937482,-8.139209096835668,3.574377227745102,1,finbert_whole_article_sentiment_df,10,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001270151138305664,0.0001329006923175155,0.0005563020706176758,8.284358126431086e-05,{},-15.212625228772811,-9.998184665735607,-3.0855839620999546,-4.1247345614621285,-5.346529152455352,-3.763120551065424,-14.548109030075091,-3.227081271177667,-3.6595070549640014,-20.892492860258518,-8.385796833806655,6.077847243186072,1,finbert_whole_article_sentiment_df,10,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012431621551513671,0.00016716532288606992,0.0004953145980834961,5.372668914662305e-05,{},-1.5836707911231371,-9.731804941844326,-2.903320017512294,-7.976131057643647,-3.9629566959729345,-5.999208420725625,-10.979379822999135,-3.703791660969807,-5.291435054834255,-5.587397500243094,-5.771909596386825,2.851197076057663,1,finbert_tone_whole_article_sentiment_df,10,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001260232925415039,8.218180174594708e-05,0.0004873514175415039,1.3621798844247664e-05,{},-3.0036835084556515,-3.60466273662972,-17.006705645498037,-9.688070493122813,-5.9239361107206605,-5.005736829307739,-4.704190898166234,-5.8834586050270214,-9.584444881384389,-23.636080273052084,-8.804096998136435,6.303982924313003,1,finbert_tone_whole_article_sentiment_df,10,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012341976165771485,0.00013813686071606281,0.0005023956298828125,4.066833954610534e-05,{},-15.154617795687958,-10.800011137732588,-3.378998147178618,-4.239729522585142,-9.463564484665607,-4.897816756065675,-11.56682552944317,-3.980547706665311,-3.1241497813588808,-23.56876926726966,-9.017503012865259,6.252784030947368,1,finbert_tone_whole_article_sentiment_df,10,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001282954216003418,9.397016278359321e-05,0.000496983528137207,3.3421021140923394e-05,{},-1.7990848395516081,-4.133277526174789,-3.886406380135304,-5.465426714213845,-6.159531210758371,-5.192738911264859,-7.608019582498036,-2.4783166005255337,-5.20780957638267,-5.197843173237004,-4.712845451474203,1.6203037402872418,1,bert_topic_article_sentiment_df,10,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012471437454223632,0.00013120109419997077,0.00047910213470458984,2.1606367207543587e-05,{},-6.262070350269982,-4.512315808176413,-21.629499953153573,-6.742855242964401,-7.393635171598499,-7.2524281196850096,-2.9253310680773668,-9.059418093492036,-10.421174795482012,-7.26449877217583,-8.346322737507512,4.853172683415691,1,bert_topic_article_sentiment_df,10,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012438774108886718,9.985104444268483e-05,0.0004782676696777344,1.6113286442828065e-05,{},-16.93102288621308,-6.029395690431011,-3.212940651039639,-6.15545984888688,-13.71112230512963,-4.85197413032206,-10.346894506738,-4.257812522313236,-2.1885892237414737,-10.550629254961814,-7.823584101977683,4.604026082013924,1,bert_topic_article_sentiment_df,10,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012780189514160155,8.158802218890091e-05,0.0004987716674804688,2.066499137511812e-05,{},-1.3891427065973403,-3.079867642299905,-3.3407932099816664,-4.6167127659338805,-3.299421116334463,-3.5184306544498214,-4.4558895854495635,-3.3805795975558794,-2.5045239517769913,-3.0214861597695744,-3.2606847390149083,0.8672030754584789,1,finbert_summary_sentiment_df,20,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012511968612670898,0.00010230387875668401,0.0004931211471557618,3.313778964673187e-05,{},-1.5268083787780455,-3.3011008881163435,-3.2629169906846984,-2.146903213695532,-5.201784211793187,-3.0938410824125357,-4.339753633773293,-2.0042527887230106,-2.4128594034917343,-6.279279091750391,-3.356949968321877,1.4326632396795467,1,finbert_summary_sentiment_df,20,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012013435363769532,0.00012040170348473985,0.00047864913940429685,2.2649815207977897e-05,{},-6.33755687421783,-3.748518015664149,-2.75639799099813,-2.290990851392894,-3.8520794567085885,-3.9288948427077686,-5.4981267710958495,-2.5278251589772625,-4.078742252674192,-3.7504329635920386,-3.8769565178028698,1.197930700571034,1,finbert_summary_sentiment_df,20,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012539148330688477,0.00010185508744617985,0.00048825740814208987,1.8815274642934065e-05,{},-0.9553986083468715,-3.214849967643249,-3.2829327679567997,-3.5575561995061435,-3.6244740399180726,-4.1171703281424925,-2.978259700573767,-2.903325707244585,-2.51446340039829,-6.461218897401613,-3.3609649617131887,1.3106546518319364,1,finbert_tone_summary_sentiment_df,20,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012040376663208009,0.00012722648273507593,0.0004843473434448242,3.8359504465019084e-05,{},-1.1107010129034278,-3.484210161035526,-3.4893713572399063,-2.6360254036952937,-7.394067939539582,-4.013689631532907,-2.9552342699961627,-3.1888468905512126,-2.9034861261791773,-7.315535138715745,-3.8491167931388945,1.8966313294149235,1,finbert_tone_summary_sentiment_df,20,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012155771255493164,0.0001305319511538179,0.00047070980072021483,1.3584022774573943e-05,{},-6.392726200902689,-2.0970170877371856,-2.4239460641588266,-1.8855087365886647,-3.3948264751789226,-4.156406771616093,-5.93966796109562,-2.3244057572042807,-2.4916890739276822,-3.252812213939433,-3.4359006342349403,1.5137152433829266,1,finbert_tone_summary_sentiment_df,20,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012442827224731444,0.00010558322830707416,0.00048437118530273435,2.005728091488138e-05,{},-1.4645330339825022,-3.1452861490909867,-3.457710029061167,-5.916261754334732,-3.8342044310476924,-4.677099829199529,-2.891267400236086,-2.824046928512786,-2.917131613976937,-4.383385923660444,-3.5510927093102866,1.163089984974492,1,finbert_whole_article_sentiment_df,20,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012355327606201171,0.00011979805511441772,0.0004961013793945313,4.653339465690795e-05,{},-1.4533946427457862,-3.119658368637647,-3.662771466827104,-1.9335281765365948,-5.633534038657965,-3.6953644521205917,-2.6693998617016406,-2.597532344218348,-2.4697705646710175,-6.528115836845947,-3.3763069752962642,1.5161107993453704,1,finbert_whole_article_sentiment_df,20,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012099504470825194,0.000102892213804733,0.0004795074462890625,1.960021143488331e-05,{},-4.904025587900162,-3.049982888591694,-2.5744958910326092,-2.1923824191611403,-3.0212188788894423,-3.7896724057221944,-8.384798575389425,-2.087757036351627,-2.8306378674299366,-3.51346987033246,-3.634844142080069,1.7656571381764679,1,finbert_whole_article_sentiment_df,20,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.00125732421875,0.00010224589590451538,0.0004887580871582031,2.1399578290855208e-05,{},-1.0372160113286555,-3.5720416927752696,-3.073657625831646,-4.540708742346465,-3.900665256894581,-4.5718322739356605,-2.7955829834243104,-2.219451451117334,-5.35048838658704,-7.137228911600005,-3.8198873335840964,1.6251512188094421,1,finbert_tone_whole_article_sentiment_df,20,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011839866638183594,0.00014067868006112795,0.0004757881164550781,1.3738869327785076e-05,{},-1.2934682770764254,-2.8716948410246004,-3.424751222283555,-1.6033616147318668,-6.959259814353288,-3.706707406848591,-2.979830312506465,-1.6087443364059255,-4.0005684038762865,-12.26404391783467,-4.071243014694167,3.1387725111342206,1,finbert_tone_whole_article_sentiment_df,20,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012322187423706055,0.0001114855090971816,0.0004839897155761719,1.6241188407308546e-05,{},-5.905967831328255,-2.9795038032568755,-2.6276301652514746,-2.124733846010622,-3.2007291306977663,-3.8863765490252264,-7.500428798967607,-3.0557392445656206,-2.255610808909205,-4.127995811778737,-3.766471598979139,1.624328900569915,1,finbert_tone_whole_article_sentiment_df,20,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011890172958374024,9.069590975977137e-05,0.00048439502716064454,3.7996928350589754e-05,{},-1.185554215672346,-3.6675887375659784,-3.4696533304307193,-3.1194644842502326,-5.078215671488328,-3.97938953697784,-3.1062625595304327,-2.365431385388456,-3.323828272132596,-3.916933743271238,-3.3212321936708165,0.9787041717504138,1,bert_topic_article_sentiment_df,20,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001236104965209961,0.00017794998631219508,0.0004854917526245117,2.9392292327764245e-05,{},-1.260396106997979,-3.6263606693803183,-3.769315065138744,-1.7340535165069468,-6.110876081872902,-3.6513584254698914,-3.0442595459818222,-2.846052146607826,-2.860659762229571,-4.3816013141741,-3.32849326343601,1.288008224249652,1,bert_topic_article_sentiment_df,20,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011984348297119141,0.0001253982093972629,0.000481104850769043,3.052567024530958e-05,{},-2.574303817141754,-1.9408191078057655,-2.4847182630260933,-2.1280183765928884,-5.565210330810248,-4.14070390052234,-5.8550093123568105,-3.0189891595670018,-2.0674510863836417,-4.322765206667782,-3.409798856087433,1.3893128178364982,1,bert_topic_article_sentiment_df,20,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012157678604125977,0.00010180088332979323,0.0004973173141479492,4.760239939338566e-05,{},-1.244149286010952,-2.7681391234220656,-2.8365965937245163,-1.8620605329757836,-3.249600922954232,-3.841501384007279,-3.1007477737001863,-1.9641007824520442,-3.210773540144106,-2.9858103566509184,-2.706348029604208,0.7412390057582543,1,finbert_summary_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012291431427001952,0.00010369521036707204,0.0004840850830078125,2.3569506519646502e-05,{},-2.176010885655887,-2.901970626319371,-2.608498042123665,-1.8047141484099938,-3.225624081381375,-3.6139184942766405,-3.1188722639584796,-2.0184767310145846,-2.811558681143521,-3.2486453679331904,-2.7528289322216706,0.5623406296264556,1,finbert_summary_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012695789337158203,9.836157787038856e-05,0.0004892826080322265,1.938705187630859e-05,{},-1.8264759362054974,-2.1454384016854418,-2.6272306138122987,-2.0858473753643465,-2.7686272155357985,-3.5064294595566254,-2.976991990857141,-2.018854095238294,-2.5997361198861655,-2.7145721594307815,-2.527020336757239,0.485780785470366,1,finbert_summary_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012587547302246095,0.00010110860544651929,0.0004822254180908203,2.2737983763811328e-05,{},-1.3487778717955734,-2.6968069151594136,-2.720465663705545,-1.5574390330851202,-2.866820116262852,-3.986825015415161,-3.1052615039512146,-2.056674103405476,-2.7466539597751307,-3.051360840967118,-2.6137085023522606,0.7378819225469292,1,finbert_tone_summary_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012409448623657226,0.00011270459814938358,0.0004796743392944336,1.2338685517538467e-05,{},-2.5759890685534628,-2.84050351616379,-2.6366203162132478,-1.6048001432674937,-2.833304918759859,-3.823724438251884,-3.0826922914612624,-2.1421810464863484,-2.6617801073201237,-2.9511689859958095,-2.715276483247328,0.5512671547741643,1,finbert_tone_summary_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001167154312133789,0.00012137319208224517,0.00047252178192138674,2.0430802952561187e-05,{},-2.1093527677294333,-2.382805939026002,-2.7455716289117844,-1.9370417131585782,-2.6639454677630057,-3.5785103759164487,-3.0899467164239467,-2.1275550397039753,-2.3572544257631307,-3.013851332046852,-2.600583540644316,0.49026842582527097,1,finbert_tone_summary_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012318849563598632,0.0001488375390878457,0.0004881381988525391,4.252376992324954e-05,{},-1.6101790268657907,-2.778534222300709,-2.784512708363377,-1.7094292765229568,-2.922839107893336,-3.862849727074706,-3.1244748690817374,-2.1007173129905596,-2.6881711128778276,-3.3865331386275783,-2.696824050259858,0.67785045174233,1,finbert_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012031316757202149,0.00013019898897073556,0.0004764556884765625,2.3104519476903267e-05,{},-2.1597473441112016,-3.012684644238618,-2.800556216858604,-1.8707772982043935,-2.9029844688202417,-3.676684880974153,-2.985886945155477,-2.2353043651705264,-2.565977330392184,-3.5378624796401965,-2.77484659735656,0.5517346617717936,1,finbert_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012643098831176757,0.00012479054593247688,0.0004973411560058594,2.7672582126091185e-05,{},-1.8897832334982467,-2.56177284935944,-2.752288365411175,-2.434270519591473,-2.6125131534387607,-3.3885182624374464,-3.1167327162407874,-2.0589142932786104,-2.638144322558489,-2.727133219644114,-2.618007093545854,0.4186414383862809,1,finbert_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012360334396362305,0.00010351903256974704,0.0004995822906494141,6.32454165098281e-05,{},-1.185199186373211,-2.8649739439154245,-2.633418682272958,-1.771412188030024,-2.892503504731485,-3.788576795406999,-3.2903975145575712,-1.8497959135725295,-3.2398485375042325,-3.51832041928468,-2.7034446685649116,0.8026821071133667,1,finbert_tone_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011438608169555664,0.00013855094434265765,0.00045695304870605467,1.630204360179435e-05,{},-1.8900062447133679,-3.058697179325145,-2.5682048952945706,-1.8498587944165195,-2.9066630966488334,-3.674362590024606,-3.21941095220742,-2.0971331662191233,-2.6915186395981068,-3.741553098394229,-2.7697408656841924,0.647028494334015,1,finbert_tone_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011564016342163086,0.00012559179499147007,0.0004872322082519531,7.908421537029293e-05,{},-1.888910043410715,-2.533970750896927,-2.7372218253637755,-2.1431360304738973,-2.7043729322012724,-3.4257374138017043,-3.3040434135438774,-2.051736847175391,-2.324193001733414,-3.1177579322601163,-2.623108019086109,0.5064950023232955,1,finbert_tone_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012433290481567382,0.0001321931350225456,0.0004836082458496094,2.4574283042038204e-05,{},-1.7221793735712794,-2.5361084338146243,-2.8369663539889074,-1.8173310246060055,-2.965385792324625,-3.8757031473063592,-3.169376437275923,-1.8725354944447077,-2.52288305331449,-2.726577650911031,-2.6045046761557957,0.6387065365198521,1,bert_topic_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012586116790771484,0.00011616065384438261,0.0004842996597290039,2.4343470967425422e-05,{},-2.752979691896536,-2.7020599562752325,-2.782541844804288,-1.7748755335557918,-2.9916471159965,-3.6229813451813753,-3.11448181742619,-1.9685076884810315,-2.524088572168034,-2.7460298571855675,-2.6980193422970546,0.5042154952484011,1,bert_topic_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011842489242553712,9.116026892354042e-05,0.0004796743392944336,2.029485551289637e-05,{},-2.0615532795024594,-2.4195993950666606,-2.910064635105061,-1.9545113103890117,-2.841832376650655,-3.6025194982942965,-3.0351377799980583,-2.0806420849817386,-2.5173714139549985,-2.379227387548428,-2.5802459161491367,0.4908703027395874,1,bert_topic_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012128114700317382,0.00011762715678778968,0.000477290153503418,2.7909122449005406e-05,{},-1.3057059669384217,-2.3573667849313096,-2.798377630013056,-1.801237885174578,-2.7020771849209266,-3.4082958571881137,-2.8255420291451627,-1.8910060057248301,-2.589555586823735,-2.3962248872802774,-2.407538981814041,0.5744534013843203,1,finbert_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012518405914306641,9.548378045968366e-05,0.0004895210266113281,3.600575247842936e-05,{},-1.32005898808884,-2.365575914462261,-2.7749411755963593,-1.8129769209846018,-2.67276742938202,-3.337925783807259,-2.8002004864209993,-1.8752693890159207,-2.5730614369656903,-2.4388272027566016,-2.3971604727480553,0.5544024946474322,1,finbert_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
