,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
0,0.0011980295181274413,9.435036546814264e-05,0.0004796266555786133,2.1400919673684377e-05,{},-3.828767160773805,-4.520124091382968,-9.250646311207674,-2.726082037324886,-1.4624448519205544,-4.474424348280809,-2.2733437338210933,-3.0151028845255494,-3.0325418790737784,-8.96549760340713,-4.354897490171824,2.5385084513936107,1,finbert_tone_summary_sentiment_df,20,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012480974197387694,8.530078668932592e-05,0.0004977703094482422,5.040236430223674e-05,{},-3.0705949846673777,-5.863671725048062,-3.2446640063224095,-4.596594290300709,-2.323432406260639,-2.809737944600306,-1.6825978198500935,-3.763776098606263,-3.2085986768241583,-3.744575479994643,-3.4308243432474663,1.1121703512607923,1,finbert_whole_article_sentiment_df,20,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012923002243041993,9.620885693827232e-05,0.0004912614822387695,1.9590188877798046e-05,{},-2.5474612246380106,-6.283604673731679,-2.7862013100039804,-2.5378707941497622,-2.1412004340460955,-3.324661450764933,-1.6087821956942094,-4.151665408103781,-5.053926727039942,-5.55817317049673,-3.599354738866912,1.5007161677983671,1,finbert_whole_article_sentiment_df,20,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011353731155395509,0.00010963063112872695,0.0004631996154785156,1.936534269915047e-05,{},-3.476436538558744,-4.429658226724774,-12.422396139298503,-3.038835271589926,-1.2665624941459555,-2.2906211148468687,-1.6012666630555485,-4.3174625978234875,-2.4188869106292943,-4.253499480389928,-3.951562543706303,3.0184167847197036,1,finbert_whole_article_sentiment_df,20,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012181520462036133,0.0001043316569358474,0.00047435760498046873,2.081878896253678e-05,{},-3.795445888485574,-4.864627463309444,-3.5559017738328293,-3.41413700312778,-1.7455632087489903,-2.4647108672006652,-4.231680859270819,-5.04950581677831,-4.961996977767285,-3.6405852455793593,-3.772415510410106,1.0228043957368815,1,finbert_tone_whole_article_sentiment_df,20,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011769771575927735,9.490827654465639e-05,0.00046732425689697263,1.9502129699640287e-05,{},-3.3276748410891743,-5.348218659385748,-3.0900134402558477,-2.0352641930157915,-0.7155969457899118,-2.6933396934856773,-3.201089953893006,-6.469295913903261,-9.904102296480868,-9.312460845432724,-4.609705678273201,2.9249200873643804,1,finbert_tone_whole_article_sentiment_df,20,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011752843856811523,0.00011183255934507329,0.0004811286926269531,4.042878967527282e-05,{},-3.3341369922255866,-4.989851848088142,-10.930813916015676,-4.614280989582426,-1.9625367720716895,-3.479160630679053,-1.6478904439601139,-3.704805603636987,-2.7906181609167104,-2.528099787318297,-3.998219514449468,2.5200764872409476,1,finbert_tone_whole_article_sentiment_df,20,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011627674102783203,0.00011513790830835577,0.00047161579132080076,1.4677931509247474e-05,{},-2.8549010928209553,-4.0142003018697325,-2.5005987284899676,-4.058612321997816,-2.0645375803944264,-2.929125299969985,-3.251826558799985,-3.123727459859674,-3.755331161225422,-4.375209560536041,-3.2928070065964006,0.7058982187593416,1,bert_topic_article_sentiment_df,20,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011904239654541016,9.144625332704354e-05,0.00047767162322998047,1.8773778960973654e-05,{},-3.0056974930818567,-5.103877981134724,-3.2034243229531967,-3.7119263905708975,-3.0209230628227033,-2.666325190382486,-2.6982842907458973,-3.3958299854652068,-4.281527984709351,-4.078536325317055,-3.516635302718337,0.73962695204403,1,bert_topic_article_sentiment_df,20,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012362003326416016,0.00011007948717857836,0.000487828254699707,2.156454861396815e-05,{},-3.1425423947256603,-4.931971378020035,-8.6181590724432,-3.142176685018444,-2.23883094211522,-2.36745228853556,-1.02851681553052,-3.334071365399905,-4.838944914553759,-6.5703669219516545,-4.021303277829395,2.145069611497179,1,bert_topic_article_sentiment_df,20,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011559009552001953,9.924004312742358e-05,0.000469970703125,2.2385409747703632e-05,{},-2.9272400286911306,-4.6782156902613625,-3.4159887140849152,-2.7305361158330017,-1.1523376518804753,-2.505902273128038,-1.950885028462983,-4.120338025658242,-2.0092712177245575,-3.3549224845880703,-2.8845637230312775,1.0027664579985385,1,finbert_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012812137603759766,0.00013772089026615754,0.0004844188690185547,1.6064812995335055e-05,{},-2.757556731820023,-4.755762739323427,-3.5074528961820475,-2.785506833315458,-1.0233494080920535,-2.7758639130236133,-2.049790730431039,-4.470662051825229,-2.0035697775711467,-3.96234949557728,-3.009186457716132,1.112936305448908,1,finbert_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012751340866088868,7.88664046241348e-05,0.0004903554916381836,1.5869098357226863e-05,{},-2.586956226773327,-4.1814944891220875,-3.4895655440452176,-2.5169371028632668,-0.9775944642173272,-3.1706255482758023,-2.2088830898962897,-3.251409027046145,-1.843013877892281,-3.5938248952666525,-2.7820304265398397,0.8979980961894646,1,finbert_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011908292770385742,0.00011939249504361718,0.0004724740982055664,2.306237346915961e-05,{},-3.1233300294603397,-4.7141123717281515,-3.6461649368743565,-2.539889161535302,-1.2304728575698392,-2.745248655751266,-2.0994527253630624,-3.1546585437665273,-2.3486778533549115,-2.790605508493127,-2.8392612643896884,0.8844969769950649,1,finbert_tone_summary_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011891365051269532,0.00013062789243734415,0.0004787445068359375,2.3551845998297816e-05,{},-2.979577996125954,-4.850320001369982,-3.752250226758042,-2.564358071028073,-1.2177325728926007,-2.8828753492411123,-2.101865120306866,-3.393855194187199,-2.3327887749087495,-3.7540438285793245,-2.98296671353979,0.966570255446079,1,finbert_tone_summary_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011821031570434571,0.00011370034055892709,0.0004894495010375977,4.5873797810445894e-05,{},-2.7832397103138646,-4.179164848867731,-3.6614333531164447,-2.5378795863207415,-1.3365271944539017,-3.0196842898018077,-2.310842599514217,-2.6714627576222485,-2.064733747631999,-3.904135349333592,-2.8469103436976546,0.8304629596640236,1,finbert_tone_summary_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011839628219604491,0.00014161876755904376,0.00046942234039306643,2.311146870225183e-05,{},-2.8935172045869364,-4.968499762355606,-3.626654081859533,-2.666183850200383,-1.296487697340939,-2.8388243542804275,-2.018146395485388,-3.275185078344714,-2.4023373404012545,-3.2360112747498304,-2.922184703960501,0.9333007723091024,1,finbert_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011886358261108398,9.582506587637068e-05,0.0004792928695678711,2.1052252530504582e-05,{},-2.7458474692430057,-4.832182249562476,-3.3997645715064264,-2.6222956563039417,-1.3211975439889614,-2.90494692864018,-1.9698554510667805,-3.3581958302702675,-2.51867858635527,-4.370728936853903,-3.0043693223791217,0.9925346148807664,1,finbert_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012294769287109375,9.390325717653416e-05,0.000484919548034668,1.719936823430856e-05,{},-2.5833767285927935,-4.158768746243595,-3.6729149662161604,-2.5761714200876726,-1.3563075318297706,-2.9155823808827277,-2.243636702763638,-3.2387064443098836,-1.9139170242184207,-3.0663220067338726,-2.7725703951878535,0.784437073968663,1,finbert_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012403964996337891,0.0001036757482265366,0.0004915475845336914,1.8762209165111674e-05,{},-2.9823900081386627,-4.539593453019245,-4.127506528967115,-2.449450317785312,-1.0484940209792284,-2.548737451085253,-2.483678109381168,-3.764973959061126,-2.2922761487462595,-3.628420311748016,-2.986552030891139,0.9850277977774703,1,finbert_tone_whole_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012305259704589843,0.0001155690281615677,0.0005006790161132812,7.324318090400935e-05,{},-2.896402748310197,-4.594763582675336,-3.9219274916402354,-2.453288500148028,-1.239751041241874,-2.6510978061658306,-1.999928404857775,-3.9960189656272975,-2.5497347156329395,-4.744364689823101,-3.104727794612262,1.0977759807826397,1,finbert_tone_whole_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011855840682983398,0.00011505997877222582,0.00046868324279785155,1.870903874934063e-05,{},-2.533395969014441,-4.021756639919306,-3.9443921728631492,-2.783810956029265,-1.2526911841629726,-3.1843499823403705,-2.1904492549948826,-2.7124573292245486,-1.8680440289461557,-3.6981881450301386,-2.8189535662525227,0.8640867628041361,1,finbert_tone_whole_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011816024780273438,0.00010976191694050334,0.00048115253448486326,3.5504593241561694e-05,{},-2.8238126345214085,-4.9169095762084,-3.5636186885640315,-2.799334366923813,-1.2578712403813141,-2.3069435741000235,-1.7419259837203753,-3.166321852148303,-2.4326034662414715,-3.1237534512589265,-2.813309483406807,0.9580182827265559,1,bert_topic_article_sentiment_df,60,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011771678924560546,0.00012538637762362888,0.00047864913940429685,2.5623997274316427e-05,{},-2.565023995145077,-4.9275936600913095,-3.6240763901521857,-2.7751341859878154,-1.1990719356053205,-2.487199748508101,-1.731238307644753,-3.3038401229086047,-2.253933190515363,-3.0205518355805907,-2.788766337213912,0.9830605231028425,1,bert_topic_article_sentiment_df,60,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001231217384338379,0.00011255374470988977,0.0004771709442138672,2.212627178304898e-05,{},-2.5624140637031076,-4.542822659304875,-3.405215969019719,-2.6880339576066716,-1.288009465987426,-2.993068120953558,-1.8798430380307138,-3.150521094537089,-1.942853209671864,-2.7094615381738096,-2.716224311698883,0.8624592386369863,1,bert_topic_article_sentiment_df,60,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012645721435546875,0.00012738354612249316,0.0004930734634399414,3.0235095138385327e-05,{},-2.7000169037120942,-4.126712881077401,-3.09673962140605,-2.5753289265210695,-1.2759186881245115,-2.541112871485711,-1.8419207820694283,-3.3029599974131996,-1.6514685015770738,-3.1779671427730136,-2.6290146316159553,0.8148036525291571,1,finbert_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012126445770263671,8.355234790224591e-05,0.0004850149154663086,2.9316577101118634e-05,{},-2.636318878931161,-4.116574810664133,-3.128108867705123,-2.554344436884276,-1.228602068303553,-2.506093323325149,-1.8628404602251976,-3.337190391578042,-1.651857817619566,-3.140981272983481,-2.616291232821968,0.8214430307976766,1,finbert_summary_sentiment_df,252,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012434005737304687,0.0001039250040721172,0.0004872560501098633,2.546552626917085e-05,{},-2.6430777066261726,-4.006994658300937,-3.051415319321677,-2.4441350100762067,-1.2340301107829874,-2.511358478701186,-1.8681960171885295,-3.296504375923905,-1.641414039117444,-3.225719897975432,-2.592284561401448,0.800859723708166,1,finbert_summary_sentiment_df,252,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012620449066162109,0.00013963165599969023,0.0004923820495605468,3.3758555394445025e-05,{},-2.7232639915237087,-4.243173105161986,-3.292883748643362,-2.3978509297459825,-1.5840405522329093,-2.4445510816216482,-1.9950293459882231,-3.120498137375762,-1.7984618683298321,-2.724775821183903,-2.6324528581807316,0.7467871364628881,1,finbert_tone_summary_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001227092742919922,9.052322375924949e-05,0.00047473907470703126,1.4981643767525381e-05,{},-2.6709922706078943,-4.255003824424785,-3.321126761294363,-2.366453008364624,-1.5579095831712038,-2.391863523219945,-2.006003333282206,-3.192158563171688,-1.8506534765732794,-2.6881329341638773,-2.6300297278273863,0.7557560703724433,1,finbert_tone_summary_sentiment_df,252,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011849164962768554,0.00013172070677065043,0.00048379898071289064,4.440603479871486e-05,{},-2.7207772977184503,-4.203447975023664,-3.2101522243341605,-2.319365863204439,-1.6015725901288533,-2.3176276325517393,-2.046590061302413,-3.1292125806983675,-1.944021250960941,-2.6847726706771935,-2.617754014660022,0.7165149165833689,1,finbert_tone_summary_sentiment_df,252,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011342287063598633,0.00011177362278928178,0.0004589319229125977,1.6908718916878873e-05,{},-2.709252947958953,-4.154446257931386,-3.3017248509270987,-2.40874234729871,-1.427113316958355,-2.4896898044131945,-1.9644171970571733,-3.2458302526167473,-1.685579833662996,-2.893375556011347,-2.6280172364835956,0.7797765166203431,1,finbert_whole_article_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012313604354858398,0.00011513687400523914,0.00047872066497802737,2.1025882932042918e-05,{},-2.6457188478799707,-4.142877461015564,-3.3037100991547845,-2.394567128970061,-1.4086239710640485,-2.4612330953933226,-1.9750991318846558,-3.3028134697149993,-1.738057365273812,-2.9148855490188454,-2.6287586119370063,0.7795434588378635,1,finbert_whole_article_sentiment_df,252,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001248002052307129,0.00010553626075315377,0.000510263442993164,6.469160293593025e-05,{},-2.6873009845718796,-4.011946090656238,-3.2355656101928845,-2.3302529810364945,-1.440138584583042,-2.437831393106012,-1.9882712435832446,-3.259785438961444,-1.8259999747623397,-2.897907423693175,-2.6114999725146752,0.731131230309233,1,finbert_whole_article_sentiment_df,252,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.00121614933013916,9.828291987139117e-05,0.0004805088043212891,1.5601103314027572e-05,{},-2.688856381019599,-4.163602124100663,-3.295990157551364,-2.387715371415948,-1.3326998195037276,-2.5102881382687885,-1.858689362520181,-3.3131118015799075,-1.6486425359347323,-2.732511333767934,-2.5932107025662847,0.8109600065791844,1,finbert_tone_whole_article_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011999368667602538,0.00012884469358087703,0.00047118663787841796,2.2648020727352222e-05,{},-2.646963789117899,-4.1605190927569655,-3.3393418295232435,-2.3803818206294407,-1.3267869239646188,-2.4954418277743344,-1.8851550632225098,-3.366942566191301,-1.6234127882892608,-2.7253883429345933,-2.595033404440417,0.8205297192476105,1,finbert_tone_whole_article_sentiment_df,252,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012396812438964845,0.00010927996653862233,0.0004823923110961914,2.1473838755956873e-05,{},-2.6512874849487105,-4.07220819526907,-3.2283650035095035,-2.3629666250057824,-1.463554450128953,-2.4747829081769055,-1.898318163113578,-3.226938961928215,-1.6801982370824362,-2.7835440313323487,-2.58421640604955,0.7543795411499942,1,finbert_tone_whole_article_sentiment_df,252,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012802362442016601,0.00011520123488633796,0.0005081415176391602,3.665092272919588e-05,{},-2.7248429271494388,-4.101450391943763,-3.3538821575151814,-2.5206052689909484,-1.478192258207764,-2.3940237100625383,-1.6054513838302682,-3.221892427181865,-1.8519824052475087,-2.7884295413905873,-2.6040752471519863,0.782061812574058,1,bert_topic_article_sentiment_df,252,5,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012267351150512696,9.507516242644536e-05,0.00047366619110107423,1.7634934449032388e-05,{},-2.6418235031630957,-4.082783993085468,-3.3663429912635365,-2.4955725731978418,-1.460296357952575,-2.377619607248198,-1.6721170149710816,-3.3013586390635736,-1.7959863753343597,-2.753351050848596,-2.594725210612833,0.7854621994711164,1,bert_topic_article_sentiment_df,252,5,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012568950653076172,9.948426544412062e-05,0.00047893524169921874,1.797960648414366e-05,{},-2.684911256295777,-4.073395602156109,-3.256157974455482,-2.4415513773670456,-1.4802681637184834,-2.422919097372096,-1.6431984857178576,-3.3280496802327435,-1.7099621157204639,-2.669567213816754,-2.5709980966852815,0.7844126598904584,1,bert_topic_article_sentiment_df,252,5,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
